ArtifactID,Category
org.jboss.seam.embedded:jboss-embedded-api,Others
org.jboss.seam.embedded:thirdparty-all,Others
org.jboss.seam.forge:forge-j2ee-plugins,Computing Foundations
org.jboss.seam.forge:forge-shell-api,Computing Foundations
org.jboss.seam.integration:jboss-seam-int-jbossas,Software Configuration Management
org.jboss.seam.integration:jboss-seam-int-microcontainer,Software Configuration Management
org.jboss.seam.persistence:seam-persistence,Software Engineering Management
org.jboss.seam.remoting:seam-remoting,Others
org.jboss.seam.render:seam-render,Software Construction
org.jboss.seam.security:seam-security,Others
org.jboss.seam.solder:seam-solder,Software Construction
org.jboss.seam.spring:seam-spring-core,Software Engineering Management
org.jboss.seam.transaction:seam-transaction,Software Engineering Management
org.jboss.seam.transaction:seam-transaction-api,Software Engineering Management
org.jboss.seam.xml:seam-xml-config,Software Construction
org.jboss.seam:jboss-el,Others
org.jboss.seam:jboss-seam,Others
org.jboss.seam:jboss-seam-debug,Others
org.jboss.seam:jboss-seam-remoting,Others
org.jboss.seam:jboss-seam-ui,Others
org.jboss.security.web:login-module-authenticator,Software Architeture
org.jboss.security:acl-spi,Others
org.jboss.security:identity-spi,Others
org.jboss.security:jboss-idtrust,Others
org.jboss.security:jboss-negotiation,Software Configuration Management
org.jboss.security:jboss-negotiation-common,Software Configuration Management
org.jboss.security:jboss-negotiation-extras,Software Configuration Management
org.jboss.security:jboss-negotiation-net,Software Configuration Management
org.jboss.security:jboss-negotiation-ntlm,Software Configuration Management
org.jboss.security:jboss-negotiation-spnego,Software Configuration Management
org.jboss.security:jboss-security-acl,Others
org.jboss.security:jboss-security-acl-impl,Others
org.jboss.security:jboss-security-spi,Software Configuration Management
org.jboss.security:jboss-security-spi-bare,Others
org.jboss.security:jboss-sunxacml,Software Design
org.jboss.security:jboss-xacml,Software Design
org.jboss.security:jbosssx,Software Security
org.jboss.security:jbosssx-bare,Others
org.jboss.security:jbosssx-client,Software Configuration Management
org.jboss.security:jbossxacml,Software Security
org.jboss.serialization:jboss-serialization,Computing Foundations
org.jboss.service.binding:jboss-service-binding-core,Software Configuration Management
org.jboss.service.binding:jboss-service-binding-mgmt,Software Configuration Management
org.jboss.shrinkwrap.osgi:shrinkwrap-osgi,Software Quality
org.jboss.shrinkwrap:shrinkwrap-extension-vdf,Software Configuration Management
org.jboss.shrinkwrap:shrinkwrap-extension-vfs3,Software Configuration Management
org.jboss.soa.bpel:riftsaw-bpel-compiler,Software Configuration Management
org.jboss.soa.bpel:riftsaw-dao-jpa,Software Configuration Management
org.jboss.spec.jakarta.el:jboss-el-api_4.0_spec,Software Configuration Management
org.jboss.spec.jakarta.el:jboss-el-api_5.0_spec,Software Configuration Management
org.jboss.spec.jakarta.xml.soap:jboss-saaj-api_2.0_spec,Software Configuration Management
org.jboss.spec.jakarta.xml.soap:jboss-saaj-api_3.0_spec,Software Configuration Management
org.jboss.spec.jakarta.xml.ws:jboss-jakarta-xml-ws-api_3.0_spec,Software Configuration Management
org.jboss.spec.jakarta.xml.ws:jboss-jakarta-xml-ws-api_4.0_spec,Software Configuration Management
org.jboss.switchboard.depchain:jboss-switchboard-depchain-as6,Software Configuration Management
org.jboss.switchboard:jboss-switchboard-impl,Software Configuration Management
org.jboss.switchboard:jboss-switchboard-javaee,Software Configuration Management
org.jboss.switchboard:jboss-switchboard-mc-impl,Software Configuration Management
org.jboss.switchboard:jboss-switchboard-mc-spi,Software Configuration Management
org.jboss.switchboard:jboss-switchboard-spi,Software Configuration Management
org.jboss.teiid.connectors:feature-pack-swagger,Software Configuration Management
org.jboss.teiid.connectors:translator-jdbc,Computing Foundations
org.jboss.teiid:rest-service-feature-pack,Software Configuration Management
org.jboss.teiid:teiid-client-feature-pack,Software Configuration Management
org.jboss.teiid:teiid-runtime,Computing Foundations
org.jboss.teiid:teiid-wildfly-integration-feature-pack,Software Configuration Management
org.jboss.test-audit:jboss-test-audit-api,Computing Foundations
org.jboss.test-audit:jboss-test-audit-impl,Mathematical Foundations
org.jboss.test-harness:jboss-test-harness,Software Construction
org.jboss.test-harness:jboss-test-harness-api,Computing Foundations
org.jboss.test-harness:jboss-test-harness-jboss-as-50,Software Construction
org.jboss.test-harness:jboss-test-harness-jboss-as-51,Computing Foundations
org.jboss.test-harness:jboss-test-harness-jboss-as-52,Software Construction
org.jboss.test-harness:jboss-test-harness-jboss-as-60,Software Construction
org.jboss.test-harness:jboss-test-harness-tomcat,Software Engineering Operations
org.jboss.test-jsf:htmlunit-client,Software Design
org.jboss.test-jsf:jsf-mock,Software Design
org.jboss.test-jsf:jsf-mockito,Software Design
org.jboss.test-jsf:jsf-test-scriptunit,Software Design
org.jboss.test-jsf:jsf-test-stage,Software Design
org.jboss.transaction:jboss-jta,Software Construction
org.jboss.transaction:jboss-jts-common,Software Construction
org.jboss.unit:jboss-unit,Software Engineering Operations
org.jboss.unit:jboss-unit-mc,Software Engineering Operations
org.jboss.unit:jboss-unit-remote,Software Engineering Operations
org.jboss.unit:jboss-unit-tooling-ant,Software Engineering Operations
org.jboss.unit:portal-test,Software Engineering Operations
org.jboss.unit:portal-test-generic,Software Engineering Operations
org.jboss.util:com.springsource.org.jboss.util,Others
org.jboss.vfs:com.springsource.org.jboss.virtual,Software Construction
org.jboss.web:jasper-jdt,Software Configuration Management
org.jboss.web:jbossweb,Software Configuration Management
org.jboss.weld.integration:weld-jboss-int-deployer-assembly,Software Configuration Management
org.jboss.windup.ext:windup-config-groovy,Others
org.jboss.windup:windup-bootstrap-tackle,Software Construction
org.jboss.ws.cxf:jbossws-cxf-dist,Software Configuration Management
org.jboss.ws.cxf:jbossws-cxf-management,Software Configuration Management
org.jboss.ws.native:jbossws-native-client,Software Configuration Management
org.jboss.ws.native:jbossws-native-factories,Software Configuration Management
org.jboss.ws.native:jbossws-native-jaxrpc,Software Construction
org.jboss.ws.native:jbossws-native-jaxws,Software Configuration Management
org.jboss.ws.native:jbossws-native-management,Software Configuration Management
org.jboss.ws.native:jbossws-native-saaj,Software Configuration Management
org.jboss.xnio:xnio-testing-support,Software Configuration Management
org.jboss:dmr-repl_2.10,Computing Foundations
org.jboss:dmr-repl_2.11,Computing Foundations
org.jboss:jboss-classloading-spi,Software Configuration Management
org.jboss:jboss-ejb-client-jakarta,Software Configuration Management
org.jboss:jboss-ejb-client-legacy,Software Configuration Management
org.jboss:jboss-iiop-client,Software Configuration Management
org.jboss:jboss-iiop-client-jakarta,Software Configuration Management
org.jboss:jboss-jaxws,Computing Foundations
org.jboss:jboss-retro,Software Construction
org.jboss:jboss-serialization,Mathematical Foundations
org.jboss:jboss-test,Software Configuration Management
org.jboss:jboss-test-audit-api,Computing Foundations
org.jboss:jbossall-client,Others
org.jboss:jbossorg-docbook-xslt,Computing Foundations
org.jboss:jbossorg-fonts,Computing Foundations
org.jboss:jbossorg-jdocbook-style,Computing Foundations
org.jboss:jbossts-all.osgi,Computing Foundations
org.jboss:jbossts-common,Computing Foundations
org.jboss:jbossts-jta,Computing Foundations
org.jboss:jbossts-jta-integration,Computing Foundations
org.jboss:jbossws-spi,Software Engineering Management
org.jboss:jnpserver,Software Security
org.jbpm.contrib:repository,Software Engineering Management
org.jbpm.contrib:repository-wildfly,Software Engineering Management
org.jbpm.dashboard:jbpm-dashboard-distributions,Software Engineering Management
org.jbpm.jbpm3:jbpm-jpdl,Others
org.jbpm.jbpm4:jbpm-jpdl,Computing Foundations
org.jbpm.jbpm4:jbpm-pvm,Computing Foundations
org.jbpm:jbpm-jpdl.osgi,Computing Foundations
org.jbpm:pvm,Software Engineering Management
org.jbundle.config.dep:jbundle-config-dep-all,Others
org.jbundle.config.dep:jbundle-config-dep-base,Others
org.jbundle.config.dep:jbundle-config-dep-main,Others
org.jbundle.config.dep:jbundle-config-dep-thin,Others
org.jbundle.config.dep:jbundle-config-dep-thin-base,Others
org.jbundle.config.dep:jbundle-config-dep-thin-db,Others
org.jbundle.model:org.jbundle.model.app.program,Others
org.jbundle.model:org.jbundle.model.main,Others
org.jbundle.thin.app:org.jbundle.thin.app.calendar,Others
org.jbundle.util.jcalendarbutton:org.jbundle.util.jcalendarbutton,Others
org.jbundle:org.jbundle.model,Others
org.jclouds:jclouds-hostingdotcom,Others
org.jcommander:jcommander,Software Construction
org.jcp:jsr94,Others
org.jdave:jdave-junit4,Software Quality
org.jdave:jdave-unfinalizer,Software Construction
org.jdesktop:swing-layout,Software Construction
org.jdom:com.springsource.org.jdom,Others
org.jdtaus.core.lang:jdtaus-core-limiting-runtime,Computing Foundations
org.jeasy:easy-batch-test-common,Others
org.jedit.plugins:Console,Software Construction
org.jedit.plugins:ErrorList,Software Construction
org.jedit:jedit,Software Construction
org.jenkins-ci.dom4j:dom4j,Software Configuration Management
org.jenkins-ci.lib.dtkit:dtkit-default-junit-jenkins,Software Configuration Management
org.jenkins-ci.lib.dtkit:dtkit-junit-model,Software Configuration Management
org.jenkins-ci.lib.dtkit:dtkit-metrics-hudson-api,Software Configuration Management
org.jenkins-ci.lib.dtkit:dtkit-metrics-model,Software Configuration Management
org.jenkins-ci.lib.dtkit:dtkit-metrics-util,Software Configuration Management
org.jenkins-ci.lib:dry-run-lib,Software Configuration Management
org.jenkins-ci.main:jenkins-core,Software Quality
org.jenkins-ci.main:jenkins-test-harness,Software Construction
org.jenkins-ci.main:jenkins-war,Software Quality
org.jenkins-ci.main:maven-plugin,Software Quality
org.jenkins-ci.main:remoting,Others
org.jenkins-ci.plugins.workflow:workflow-basic-steps,Software Construction
org.jenkins-ci.plugins.workflow:workflow-cps,Software Construction
org.jenkins-ci.plugins.workflow:workflow-durable-task-step,Software Construction
org.jenkins-ci.plugins.workflow:workflow-job,Software Construction
org.jenkins-ci.plugins.workflow:workflow-step-api,Software Construction
org.jenkins-ci.plugins:copy-to-slave,Software Construction
org.jenkins-ci.plugins:credentials,Software Construction
org.jenkins-ci.plugins:job-dsl-core,Software Construction
org.jenkins-ci.plugins:jquery,Software Configuration Management
org.jenkins-ci.plugins:matrix-auth,Software Construction
org.jenkins-ci.plugins:nodelabelparameter,Software Configuration Management
org.jenkins-ci.plugins:pipeline-utility-steps,Software Construction
org.jenkins-ci.plugins:plain-credentials,Software Construction
org.jenkins-ci.plugins:promoted-builds,Software Configuration Management
org.jenkins-ci.plugins:publish-over,Software Configuration Management
org.jenkins-ci.plugins:structs,Software Construction
org.jenkins-ci.plugins:testng-plugin,Software Quality
org.jenkins-ci.plugins:token-macro,Software Configuration Management
org.jenkins-ci.plugins:xunit,Software Quality
org.jenkins-ci:commons-jelly,Software Configuration Management
org.jenkins-ci:test-annotations,Software Construction
org.jenkins-ci:trilead-ssh2,Others
org.jenkins-ci:version-number,Software Construction
org.jenkins:jenkins-cli,Others
org.jenkinsci.plugins:pipeline-model-definition,Software Construction
org.jeo:jeo,Mathematical Foundations
org.jeo:jeo-carto,Mathematical Foundations
org.jetbrains.bio:npy,Software Construction
org.jetbrains.compose.animation:animation,Others
org.jetbrains.compose.animation:animation-desktop,Others
org.jetbrains.compose.animation:animation-uikitarm64,Others
org.jetbrains.compose.animation:animation-uikitsimarm64,Others
org.jetbrains.compose.animation:animation-uikitx64,Others
org.jetbrains.compose.desktop:desktop,Others
org.jetbrains.compose.desktop:desktop-jvm,Others
org.jetbrains.compose.foundation:foundation,Others
org.jetbrains.compose.foundation:foundation-desktop,Others
org.jetbrains.compose.foundation:foundation-js,Others
org.jetbrains.compose.foundation:foundation-macosarm64,Others
org.jetbrains.compose.foundation:foundation-macosx64,Others
org.jetbrains.compose.foundation:foundation-uikitarm64,Others
org.jetbrains.compose.foundation:foundation-uikitsimarm64,Others
org.jetbrains.compose.foundation:foundation-uikitx64,Others
org.jetbrains.compose.foundation:foundation-wasm-js,Others
org.jetbrains.compose.material3:material3,Others
org.jetbrains.compose.material3:material3-desktop,Others
org.jetbrains.compose.material3:material3-js,Others
org.jetbrains.compose.material3:material3-macosarm64,Others
org.jetbrains.compose.material3:material3-macosx64,Others
org.jetbrains.compose.material3:material3-uikitarm64,Others
org.jetbrains.compose.material3:material3-uikitsimarm64,Others
org.jetbrains.compose.material3:material3-uikitx64,Others
org.jetbrains.compose.material3:material3-wasm-js,Others
org.jetbrains.compose.material:material,Others
org.jetbrains.compose.material:material-desktop,Others
org.jetbrains.compose.material:material-js,Others
org.jetbrains.compose.material:material-macosarm64,Others
org.jetbrains.compose.material:material-macosx64,Others
org.jetbrains.compose.material:material-uikitarm64,Others
org.jetbrains.compose.material:material-uikitsimarm64,Others
org.jetbrains.compose.material:material-uikitx64,Others
org.jetbrains.compose.material:material-wasm-js,Others
org.jetbrains.compose.runtime:runtime,Others
org.jetbrains.compose.runtime:runtime-desktop,Others
org.jetbrains.compose.runtime:runtime-js,Others
org.jetbrains.compose.runtime:runtime-macosarm64,Others
org.jetbrains.compose.runtime:runtime-macosx64,Others
org.jetbrains.compose.runtime:runtime-uikitarm64,Others
org.jetbrains.compose.runtime:runtime-uikitsimarm64,Others
org.jetbrains.compose.runtime:runtime-uikitx64,Others
org.jetbrains.compose.runtime:runtime-wasm-js,Others
org.jetbrains.compose.ui:ui,Others
org.jetbrains.compose.ui:ui-desktop,Others
org.jetbrains.compose.ui:ui-js,Others
org.jetbrains.compose.ui:ui-macosarm64,Others
org.jetbrains.compose.ui:ui-macosx64,Others
org.jetbrains.compose.ui:ui-uikitarm64,Others
org.jetbrains.compose.ui:ui-uikitsimarm64,Others
org.jetbrains.compose.ui:ui-uikitx64,Others
org.jetbrains.compose.ui:ui-wasm-js,Others
org.jetbrains.dokka:android-documentation-plugin,Software Utilities
org.jetbrains.dokka:dokka-android-gradle-plugin,Others
org.jetbrains.dokka:dokka-base,Software Construction
org.jetbrains.dokka:dokka-core,Software Construction
org.jetbrains.dokka:dokka-fatjar,Others
org.jetbrains.dokka:dokka-gradle-plugin,Software Utilities
org.jetbrains.dokka:dokka-test-api,Software Construction
org.jetbrains.dokka:javadoc-plugin,Software Utilities
org.jetbrains.dokka:templating-plugin,Software Construction
org.jetbrains.exposed:exposed,Others
org.jetbrains.exposed:exposed-core,Computing Foundations
org.jetbrains.exposed:exposed-dao,Software Utilities
org.jetbrains.exposed:exposed-java-time,Software Utilities
org.jetbrains.exposed:exposed-jdbc,Computing Foundations
org.jetbrains.exposed:exposed-json,Software Utilities
org.jetbrains.exposed:exposed-kotlin-datetime,Software Utilities
org.jetbrains.idea:annotations,Software Construction
org.jetbrains.idea:bootstrap,Software Construction
org.jetbrains.idea:extensions,Software Construction
org.jetbrains.idea:idea,Software Construction
org.jetbrains.idea:idea-openapi,Software Construction
org.jetbrains.idea:maven,Software Construction
org.jetbrains.idea:openapi,Software Construction
org.jetbrains.idea:util,Software Construction
org.jetbrains.idea:util-rt,Software Construction
org.jetbrains.intellij.deps:intellij-coverage-reporter,Software Construction
org.jetbrains.intellij.deps:trove4j,Software Construction
org.jetbrains.intellij:annotations,Software Architecture
org.jetbrains.intellij:intellij-annotations,Software Construction
org.jetbrains.intellij:intellij-extensions,Software Construction
org.jetbrains.intellij:intellij-openapi,Software Construction
org.jetbrains.intellij:intellij-util,Software Construction
org.jetbrains.kotlin-wrappers:kotlin-js-js,Software Construction
org.jetbrains.kotlin-wrappers:kotlin-node-js,Computing Foundations
org.jetbrains.kotlin-wrappers:kotlin-react-dom-js,Mathematical Foundations
org.jetbrains.kotlin-wrappers:kotlin-react-js,Mathematical Foundations
org.jetbrains.kotlin:backend,Software Construction
org.jetbrains.kotlin:backend.jvm.entrypoint,Software Construction
org.jetbrains.kotlin:builtins,Software Construction
org.jetbrains.kotlin:cli,Software Construction
org.jetbrains.kotlin:cli-js,Software Construction
org.jetbrains.kotlin:daemon-common-new,Software Construction
org.jetbrains.kotlin:frontend,Software Construction
org.jetbrains.kotlin:frontend.java,Software Construction
org.jetbrains.kotlin:gradle-api,Software Construction
org.jetbrains.kotlin:incremental-compilation-impl,Software Construction
org.jetbrains.kotlin:jcabi-aether,Software Construction
org.jetbrains.kotlin:jvm-abi-gen,Software Construction
org.jetbrains.kotlin:kotlin-gradle-subplugin-example,Software Construction
org.jetbrains.kotlin:plugin-api,Software Construction
org.jetbrains.kotlin:stdlib-jdk8,Others
org.jetbrains.kotlin:util,Software Construction
org.jetbrains.kotlinx.spark:kotlin-spark-api-2.4_2.12,Software Construction
org.jetbrains.kotlinx.spark:kotlin-spark-api-3.0,Software Construction
org.jetbrains.kotlinx:kotlinx-support-jdk8,Computing Foundations
org.jetbrains.ktor:ktor-core,Computing Foundations
org.jetbrains.ktor:ktor-netty,Computing Foundations
org.jetbrains.lets-plot:lets-plot-batik,Software Construction
org.jetbrains.lets-plot:lets-plot-common,Software Construction
org.jetbrains.lets-plot:lets-plot-image-export,Software Construction
org.jetbrains.lets-plot:lets-plot-kotlin-api,Software Construction
org.jetbrains.lets-plot:lets-plot-kotlin-api-kernel,Software Construction
org.jetbrains.lets-plot:lets-plot-kotlin-jvm,Software Construction
org.jetbrains.lets-plot:platf-awt-jvm,Software Construction
org.jetbrains.plugin:android,Software Construction
org.jetbrains.plugin:ant,Software Construction
org.jetbrains.plugin:gradle,Software Construction
org.jetbrains.plugin:maven,Software Construction
org.jetbrains.plugin:slf4j-idea-api,Software Construction
org.jetbrains.plugin:slf4j-idea-log4j12,Software Construction
org.jetbrains.plugins:Groovy,Computing Foundations
org.jetbrains.plugins:android,Computing Foundations
org.jetbrains.plugins:gradle,Computing Foundations
org.jetbrains.plugins:junit,Computing Foundations
org.jetbrains.plugins:properties,Computing Foundations
org.jetbrains.pty4j:pty4j,Computing Foundations
org.jetbrains.pty4j:purejavacomm,Computing Foundations
org.jetbrains.skija:skija-linux,Software Design
org.jetbrains.spek:spek,Software Utilities
org.jetbrains.teamcity:agent-api,Software Construction
org.jetbrains.teamcity:common-api,Software Construction
org.jetbrains.teamcity:server-api,Software Construction
org.jetbrains.teamcity:server-web-api,Software Construction
org.jetbrains.teamcity:tests-support,Software Construction
org.jfree:jfreechart2,Software Design
org.jfrog.cardinalcommerce.gradle:cardinalmobilesdk,Software Construction
org.jfrog.filespecs:file-specs-java,Software Construction
org.jfrog.jade.plugins.common:jade-plugin-common,Software Construction
org.jfrog:build-info-client,Software Construction
org.jfrog:jfrog-build-info-api,Software Construction
org.jgrapht:jgrapht-jdk1.6,Others
org.jgroups.aws:jgroups-aws,Computing Foundations
org.jgroups:com.springsource.org.jgroups,Others
org.jhotdraw:jhotdraw,Others
org.jibx.schema.net.webservicex:org.jibx.schema.net.webservicex.currencyconvertor,Others
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.codetable,Others
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.hotel,Others
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.ping,Others
org.jipijapa:jipijapa-eclipselink,Software Configuration Management
org.jipijapa:jipijapa-hibernate3,Software Configuration Management
org.jipijapa:jipijapa-hibernate4-1,Software Configuration Management
org.jipijapa:jipijapa-hibernate4-3,Computing Foundations
org.jipijapa:jipijapa-openjpa,Software Configuration Management
org.jipijapa:jipijapa-spi,Software Configuration Management
org.jivesoftware:smack,Software Construction
org.jlib:jlib-awslambda-logback,Software Domain
org.jlleitschuh.gradle:ktlint-gradle,Others
org.jmolecules.integrations:jmolecules-spring,Computing Foundations
org.jmolecules:jmolecules-ddd,Computing Foundations
org.jnegre.google:s2-geometry,Software Construction
org.jnosql.query:jnosql-query-antlr,Computing Foundations
org.jnosql.query:jnosql-query-api,Computing Foundations
org.jobrunr:jobrunr,Software Configuration Management
org.joda:com.springsource.org.joda.time,Others
org.joda:time,Software Construction
org.jogamp.gluegen:gluegen-rt-natives-linux-amd64,Mathematical Foundations
org.jogamp.gluegen:gluegen-rt-natives-linux-i586,Mathematical Foundations
org.jogamp.gluegen:gluegen-rt-natives-macosx-universal,Mathematical Foundations
org.jogamp.gluegen:gluegen-rt-natives-windows-amd64,Mathematical Foundations
org.jogamp.gluegen:gluegen-rt-natives-windows-i586,Mathematical Foundations
org.jogamp.jogl:jogl-all-natives-linux-amd64,Mathematical Foundations
org.jogamp.jogl:jogl-all-natives-linux-i586,Mathematical Foundations
org.jogamp.jogl:jogl-all-natives-macosx-universal,Mathematical Foundations
org.jogamp.jogl:jogl-all-natives-windows-amd64,Mathematical Foundations
org.jogamp.jogl:jogl-all-natives-windows-i586,Mathematical Foundations
org.jomni:jomni,Computing Foundations
org.jooq.pro-java-11:jooq,Software Security
org.jooq.pro:jooq,Software Security
org.jooq.trial:jooq,Software Security
org.jpedal.jpedal-lgpl:jpedal-lgpl,Software Design
org.jpedal:jbig2,Computing Foundations
org.jpedal:jpedal-lgpl,Others
org.jrebirth.af.iconfont-bridge:525icons,Others
org.jrebirth.af.iconfont-bridge:emojione,Others
org.jrebirth.af.iconfont-bridge:fontawesome,Others
org.jrebirth.af.iconfont-bridge:typicons,Others
org.jrebirth.af.iconfont-bridge:weathericons,Others
org.jrebirth.af.tooling:codegen,Software Configuration Management
org.jrebirth.af:core,Software Configuration Management
org.jredis:jredis-anthonylauzon,Computing Foundations
org.jredis:jredis-core-api,Computing Foundations
org.jredis:jredis-core-ri,Computing Foundations
org.jreleaser:jreleaser-model-api,Others
org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api,Others
org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl,Others
org.jresearch.flexess.test:org.jresearch.flexess.test.umi,Others
org.jresearch.flexess.umi:org.jresearch.flexess.umi.api,Others
org.jresearch.flexess.umi:org.jresearch.flexess.umi.internal,Others
org.jresearch.flexess.umi:org.jresearch.flexess.umi.model,Others
org.jresearch.gwt.locale:org.jresearch.gwt.locale,Others
org.jresearch.gwt.momentjs:org.jresearch.gwt.momentjs.lib,Software Construction
org.jresearch.gwt.time:org.jresearch.gwt.time,Others
org.jresearch.gwt.time:org.jresearch.gwt.time.apt.annotation,Others
org.jresearch.orika:org.jresearch.orika.spring,Software Construction
org.jrivard.xmlchai:xmlchai,Software Security
org.jruby.embed:jruby-embed,Software Construction
org.jruby.extras:jna,Software Construction
org.jruby:openssl,Software Construction
org.jruby:readline,Software Construction
org.jsawn:jawn-parser_2.10,Software Utilities
org.jsawn:jawn-parser_2.11,Software Utilities
org.jscience:jscience-mathematics,Software Engineering Management
org.jslipc:jslipc,Software Security
org.json.wso2:json,Software Engineering Operations
org.json4s:json4s-jackson-core_native0.5_2.12,Software Utilities
org.json4s:json4s-jackson-core_native0.5_2.13,Software Utilities
org.json4s:json4s-jackson-core_native0.5_3,Software Utilities
org.json4s:json4s-jackson-core_sjs1_2.12,Software Utilities
org.json4s:json4s-jackson-core_sjs1_2.13,Software Utilities
org.json4s:json4s-jackson-core_sjs1_3,Software Utilities
org.json4s:json4s-native_3.0.0-RC3,Software Utilities
org.json:org.ow2.chameleon.commons.json,Software Utilities
org.jspecify:jspecify,Software Construction
org.jsweet:j4ts,Others
org.jsweet:jsweet-core,Others
org.jtester:jtester,Computing Foundations
org.jtrim2:test-jtrim-concurrent,Software Construction
org.jtrim2:test-jtrim-ui,Software Construction
org.jtrim2:test-jtrim-utils,Software Construction
org.jtwig:jtwig-cache-extension,Software Configuration Management
org.jumpmind.symmetric.jdbc:xerial-sqlite,Computing Foundations
org.junit-pioneer:junit-pioneer,Others
org.junit.contrib:truth,Software Construction
org.junit.jupiter:org.junit.jupiter.api,Software Construction
org.junit.jupiter:org.junit.jupiter.engine,Software Construction
org.junit.jupiter:org.junit.jupiter.migrationsupport,Software Construction
org.junit.jupiter:org.junit.jupiter.params,Software Construction
org.junit.platform:org.junit.platform.commons,Software Construction
org.junit.platform:org.junit.platform.engine,Software Construction
org.junit.platform:org.junit.platform.launcher,Software Construction
org.junit.platform:org.junit.platform.runner,Software Construction
org.junit.platform:org.junit.platform.suite.api,Software Construction
org.junit.support:testng-engine,Computing Foundations
org.junit.vintage:org.junit.vintage.engine,Software Construction
org.junit:com.springsource.junit,Software Construction
org.junit:com.springsource.org.junit,Computing Foundations
org.junit:org.junit,Software Engineering Management
org.jupiter-rpc:jupiter-spring-support,Computing Foundations
org.jvirtanen.value:value,Others
org.jvnet.flamingo:Flamingo,Others
org.jvnet.hudson.plugins.gcal:gdata-calendar,Software Construction
org.jvnet.hudson.plugins.gcal:gdata-client,Software Construction
org.jvnet.hudson.plugins.vss:vss-api,Software Construction
org.jvnet.jaxb:jaxb-plugins,Software Configuration Management
org.jvnet.jaxb:jaxb-plugins-runtime,Computing Foundations
org.jvnet.jaxb:jaxb-plugins-tools,Software Utilities
org.jvnet.jaxb:jaxb2-basics,Software Configuration Management
org.jvnet.jaxb:jaxb2-basics-runtime,Others
org.jvnet.jaxb:jaxb2-basics-tools,Software Utilities
org.jvnet.ogc:swecommon-v_2_0,Mathematical Foundations
org.jvnet.staxex:com.springsource.org.jvnet.staxex,Others
org.jvnet.substance:substance,Software Construction
org.jvnet:inflector,Software Engineering Management
org.jvyaml:jvyaml,Computing Foundations
org.jwebsocket:jWebSocketJavaSEClient,Computing Foundations
org.jwebsocket:jWebSocketServer,Computing Foundations
org.jwebsocket:jWebSocketServerAPI,Computing Foundations
org.jzy3d:jzy3d-api,Others
org.jzy3d:jzy3d-javafx,Mathematical Foundations
org.jzy3d:jzy3d-jdt-core,Software Design
org.kaloz.pi4j.client:mock-client,Computing Foundations
org.kaloz.pi4j.client:web-client,Computing Foundations
org.kanomchan:kanomchanCore,Software Configuration Management
org.kasource.kaspring:ka-spring-2.5,Software Configuration Management
org.kasource.kaspring:ka-spring-3,Software Configuration Management
org.keedio.commons:commons-csv,Others
org.kevoree.extra:org.kevoree.extra.chart2d,Software Construction
org.kevoree.extra:org.kevoree.extra.emf.library,Software Architecture
org.kevoree.extra:org.kevoree.extra.fota.api,Software Construction
org.kevoree.extra:org.kevoree.extra.jsyntaxpane,Software Construction
org.kevoree.extra:org.kevoree.extra.kserial,Software Construction
org.kevoree.extra:org.kevoree.extra.macwidgets,Software Construction
org.kevoree.extra:org.kevoree.extra.netty,Software Construction
org.kevoree.extra:org.kevoree.extra.osgi.jmdns,Software Construction
org.kevoree.log:org.kevoree.log,Software Construction
org.kevoree.modeling.idea:org.kevoree.modeling.idea.dsl,Software Construction
org.kevoree:org.kevoree.log,Computing Foundations
org.kevoree:org.kevoree.tools.config,Computing Foundations
org.keycloak.subsystem:keycloak-server,Software Security
org.keycloak:keycloak-example-themes-dist,Software Security
org.khelekore:prtree,Mathematical Foundations
org.kie.kogito:drools-compiler,Software Engineering Management
org.kie.kogito:drools-core,Software Engineering Management
org.kie.kogito:drools-core-dynamic,Software Engineering Management
org.kie.kogito:drools-core-static,Software Engineering Management
org.kie.kogito:drools-decisiontables,Software Engineering Management
org.kie.kogito:jbpm-bpmn2,Others
org.kie.kogito:jbpm-flow,Others
org.kie.kogito:kogito-api,Software Engineering Management
org.kie.kogito:kogito-drools,Software Engineering Management
org.kie.kogito:kogito-drools-model,Software Engineering Management
org.kie.kogito:kogito-internal,Software Engineering Management
org.kie.kogito:kogito-legacy-api,Software Engineering Management
org.kie.kogito:kogito-quarkus-rules,Software Engineering Management
org.kie.kogito:kogito-ruleunits,Software Engineering Management
org.kie.modules:org-codehouse-plexus,Software Engineering Management
org.kie.soup:kie-soup-commons,Software Configuration Management
org.kie.soup:kie-soup-dataset-api,Software Engineering Management
org.kie.soup:kie-soup-dataset-core,Software Engineering Management
org.kie.soup:kie-soup-dataset-csv,Software Configuration Management
org.kie.soup:kie-soup-dataset-elasticsearch,Software Configuration Management
org.kie.soup:kie-soup-dataset-kafka,Software Configuration Management
org.kie.soup:kie-soup-dataset-prometheus,Software Configuration Management
org.kie.soup:kie-soup-dataset-shared,Software Configuration Management
org.kie.soup:kie-soup-dataset-sql,Software Engineering Management
